Title,Name,Abbreviati,Year,Address,State,Town,Zip,Agency,Mission_Ar,Recipient,Recipient_,Funding,Funding_Ty,Description,Topic_A,Topic_B,Topic_C,More_infor,latitude,longitude,Cooking,Tourism,"Food Deserts",Beef,Alcohol,Bees,Youth,"Beginning Farmers",Organic,Blueberries,Heritage,Soilless,Logo/Branding,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,"Census Year","State FIPS","County FIPS","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","State Legislative District House","State Legislative District Senate","Congressional District"
"Fruit and Vegetable Learning Garden","Specialty Crop Block Grants",SCBG,2011,"85007, Phoenix, AZ",AZ,Phoenix,85007,AMS,"Marketing and Regulatory Programs","Western Growers Foundation",Nonprofit,79367,Grant,"Partnership to create a Fruit and Vegetable Learning Garden for school children that will focus on how produce is grown and the importance of including fruits, vegetables and nuts into their daily diets","Healthy Food Access","Farm to Institution"," ",http://www.westerngrowersfoundation.com/arizona-school-garden-program,33.448234,-112.089808,,,,,,,1,,,,,,,33.448174,-112.089237,1,nearest_street,1349,"W Washington St",Phoenix,AZ,"Maricopa County",85007,US,2015,04,04013,0455000,114301,1039,1,"State House District 27","State Senate District 27",AZ7
"Fruit And Vegetable Learning Garden Phase Ii","Specialty Crop Block Grants",SCBG,2013,"1688 W. Adams Street",AZ,Phoenix,85007,AMS,"Marketing and Regulatory Programs","Arizona Department Of Agriculture",Government,64444.25,Grant,"Partner with Western Growers Foundation to increase awareness of Arizona produce farming and increase children’s exposure to local Arizona specialty crop farms by continuing to sustain the fruit and vegetable garden in Harmony Farms at the Phoenix Zoo","Farm to Institution"," "," ",http://phoenixzoo.org/plan-your-visit/daily-activities/harmony-farm/,33.449253,-112.094798,,,,,,,1,,,,,,,33.449258,-112.094582,1,nearest_street,1616,"W Adams St",Phoenix,AZ,"Maricopa County",85009,US,2015,04,04013,0455000,114301,1018,1,"State House District 27","State Senate District 27",AZ7
"Get Going/Get Growing: Engaging Low-Income Youth In Food System Work","Community Food Project Competitive Grants",CFP,2011,"85321, Ajo, AZ",AZ,Ajo,85321,NIFA,"Research, Education and Economics","International Sonoran Desert Alliance",Nonprofit,163807,Grant,"Bring low-income youth fully into local food systems work as learners, as participants, as paid employees. and as future leaders.","Healthy Food Access","Careers in Ag"," ",http://www.foodsecurity.org/funding.html,32.377212,-112.86285,,,,,,,1,,,,,,,32.376919,-112.86265,1,nearest_street,125,"E Cholla Ave",Ajo,AZ,"Pima County",85321,US,2015,04,04019,0400870,470400,3039,3,"State House District 4","State Senate District 4",AZ3
"Globe-Miami Farmers Market Promotion","Farmers Market Promotion Program",FMPP,2012,"85501, Globe, AZ",AZ,Globe,85501,AMS,"Marketing and Regulatory Programs","Historic Globe Downtown Association",Nonprofit,11103,Grant,"To increase vendor participation and customer shopping through the purchase of promotional materials, signage, and vendor equipment for use at the Globe-Miami Farmers Market.","Marketing and Promotion"," "," ",http://www.ams.usda.gov/AMSv1.0/FMPP,33.39363,-110.785581,,,,,,,,,,,,,,33.393267,-110.78517,1,nearest_street,472,"S Broad St",Globe,AZ,"Gila County",85501,US,2015,04,04007,0428030,001100,5020,5,"State House District 8","State Senate District 8",AZ1
"Harvesting Wellbeing (Cosechando Bienestar)","Community Food Project Competitive Grants",CFP,2012,"85640, Tumacacori, AZ",AZ,Nogales,85640,NIFA,"Research, Education and Economics","Mariposa Community Health Center",Nonprofit,300000,Grant,"Create a Nogales Food Policy Council to create policy support for local food systems and farm to school and healthcare initiatives. Develop capacity of low-income residents to grow, process, market, and sell local food. Establish a Farmers’ Market.","Healthy Food Access","Careers in Ag"," ",http://cris.nifa.usda.gov/cgi-bin/starfinder/0?path=fastlink1.txt&id=anon&pass=&search=R=53460&format=WEBLINK,31.572752,-111.05216,,,,,,,,,,,,,,31.57582,-111.052432,1,nearest_street,3,"Old Tucson Hwy",Tumacacori,AZ,"Santa Cruz County",85640,US,2015,04,04023,0477350,966101,3055,3,"State House District 2","State Senate District 2",AZ3
"Improving Access to the Yuma Community Food Bank","Community Facilities",CF,2011,"85365, Yuma, AZ",AZ,Yuma,85365,RHS,"Rural Development","Yuma Community Food Bank",Nonprofit,48800,Grant,"Funds will be used to modify the traffic patterns and parking around the food bank. The modifications will allow residents easier, safer access while providing better access for the trucks and trailers delivering produce and other food.",Infrastructure,"Healthy Food Access"," ",http://www.rurdev.usda.gov/HCF_CF.html,32.669891,-114.551697,,,,,,,,,,,,,,32.669939,-114.551494,1,nearest_street,4730,"E 32nd St",Yuma,AZ,"Yuma County",85365,US,2015,04,04027,0485540,011107,1048,1,"State House District 13","State Senate District 13",AZ4
"Improving Access to the Yuma Community Food Bank","Community Facilities",CF,2011,"85365, Yuma, AZ",AZ,Yuma,85365,RHS,"Rural Development","Yuma Community Food Bank",Nonprofit,68387,Grant,"Funds will be used to modify the traffic patterns and parking around the food bank. The modifications will allow residents easier, safer access while providing better access for the trucks and trailers delivering produce and other food.",Infrastructure,"Healthy Food Access"," ",http://www.rurdev.usda.gov/HCF_CF.html,32.669891,-114.551697,,,,,,,,,,,,,,32.669939,-114.551494,1,nearest_street,4730,"E 32nd St",Yuma,AZ,"Yuma County",85365,US,2015,04,04027,0485540,011107,1048,1,"State House District 13","State Senate District 13",AZ4
"Improving Access to the Yuma Community Food Bank","Community Facilities",CF,2011,"85635, Sierra Vista, AZ",AZ,Yuma,85635,RHS,"Rural Development","Yuma Community Food Bank",Nonprofit,160000,Grant,"Funds will be used to modify the traffic patterns and parking around the food bank. The modifications will allow residents easier, safer access while providing better access for the trucks and trailers delivering produce and other food.",Infrastructure,"Healthy Food Access"," ",http://www.rurdev.usda.gov/HCF_CF.html,31.54911,-110.267978,,,,,,,,,,,,,,31.548883,-110.268615,1,nearest_street,2940,"E Quail Run Dr","Sierra Vista",AZ,"Cochise County",85635,US,2015,04,04003,0466820,001602,4013,4,"State House District 14","State Senate District 14",AZ2
"Integrating Traditional Foods With Aquaponics In The Desert Southwest","Sustainable Agriculture Research and Education",SARE,2013,"7961 N. Central Hwy",AZ,McNeal,85617,NIFA,"Research, Education and Economics","Arevalos Farm",Producer,14972,Grant,"Arevalos Farm proposes to grow tilapia and greens traditional to the border region in a greenhouse, using an integrated aquaponic system powered by solar energy, in the Chihuahuan Desert of Southeastern Arizona.",Infrastructure,"Meat, Poultry and Fish"," ",http://mysare.sare.org/mySARE/ProjectReport.aspx?do=viewRept&pn=FW13-142&y=2013&t=2,31.526908,-109.698083,,,1,,,,,,,,1,1,,31.52989,-109.698098,1,nearest_street,7955,"N Central Hwy",McNeal,AZ,"Cochise County",85617,US,2015,04,04003,0443570,000500,3034,3,"State House District 14","State Senate District 14",AZ2
"International Sonoran Desert Alliance","Community Facilities",CF,2013," ",AZ,Ajo,85321,RHS,"Rural Development","International Sonoran Desert Alliance",Nonprofit,80000,Grant,"Funds will be used to complete the conversion of two elementary school classrooms into a community commercial kitchen.",Infrastructure," "," "," ",32.376854,-112.86248,1,,,,,,,,,,,,,32.376919,-112.86265,1,nearest_street,149,"E Cholla Ave",Ajo,AZ,"Pima County",85321,US,2015,04,04019,0400870,470400,3039,3,"State House District 4","State Senate District 4",AZ3
"It’s all about the Fruits and Veggies","Specialty Crop Block Grants",SCBG,2014,"1688 W. Adams St.",AZ,Phoenix,85007,AMS,"Marketing and Regulatory Programs","Arizona Department of Agriculture",Government,24950,Grant,"Partner with the Arizona Farm Bureau to introduce more teachers and students to specialty crops by developing and implementing project-based learning curriculum package that will enable teachers to easily use specialty crop agricultural practices","Farm to Institution","Healthy Food Access"," "," ",33.449253,-112.094798,,,,,,,,,,,,,,33.449258,-112.094582,1,nearest_street,1616,"W Adams St",Phoenix,AZ,"Maricopa County",85009,US,2015,04,04013,0455000,114301,1018,1,"State House District 27","State Senate District 27",AZ7
"Marana Heritage Farm Youth Program","Community Food Project Competitive Grants",CFP,2009,"Tucson, AZ",AZ,Tucson," ",NIFA,"Research, Education and Economics","Community Food Bank, Inc.",Nonprofit,293215,Grant,"Funds long-term solutions for Pima County by providing education and training to low-income youth about food systems, sustainable farming methods, and entrepreneurial  opportunities increasing the amount of locally grown fresh produce consumed.","Healthy Food Access","Careers in Ag",Stewardship,http://communityfoodbank.com/programs-services/community-food-security-center/maranafarm/youth-apprentice-program/,32.22155,-110.969762,,,,,,,1,,,,,,,32.221944,-110.969795,1,nearest_street,26,"S Scott Ave",Tucson,AZ,"Pima County",85701,US,2015,04,04019,0477000,000100,2015,2,"State House District 3","State Senate District 3",AZ3
"Market expansion for the Arizona Heritage Grain Collaborative farmers through the Hayden Flour
Mills at Sossaman Farms agritourism startup.","Farmers Market Promotion Program",FMPP,2014,"2735 S. Morrow Street",AZ,Tempe,85282,AMS,"Marketing and Regulatory Programs","Hayden Flour Mills, LLC",Business,43571,Grant,"$43,571 to Hayden Flour Mills, Tempe, AZ, to establish a farmers’ market agritourism enterprise in Queen Creek, AZ.",Infrastructure,"Marketing and Promotion"," "," ",33.39953,-111.919339,,1,,,,,,,,,,,,33.400222,-111.919378,1,nearest_street,2640,"S Morrow St",Tempe,AZ,"Maricopa County",85282,US,2015,04,04013,0473000,319500,1007,1,"State House District 26","State Senate District 26",AZ9
"Modernizing Arizona's Farmers' Markets through New EBT Projects: Expanding and Evaluating Access","Farmers Market Promotion Program",FMPP,2009,"85287, Tempe, AZ",AZ,Tempe,85287,AMS,"Marketing and Regulatory Programs","Arizona State University",Academic,61893,Grant,"To expand access to farmers markets and to low-income consumers through EBT use and provide data on both the utilization and effectiveness of the new Arizona WIC cash value vouchers program at 10 farmers markets.","Healthy Food Access",Infrastructure," ",http://www.ams.usda.gov/fmpp,33.418332,-111.93112,,,,,,,,,,,,,,33.418351,-111.933807,1,nearest_street,371,"E Orange St",Tempe,AZ,"Maricopa County",85281,US,2015,04,04013,0473000,319000,4009,4,"State House District 26","State Senate District 26",AZ9
"Navajo Crop Demonstration Project","Sustainable Agriculture Research and Education",SARE,2011,"86538, Many Farms, AZ",AZ,"Many Farms",86538,NIFA,"Research, Education and Economics","Ernesto Zamudio",Producer,30000,Grant,"Five young to adult Navajo farmers will develop demonstration plots to show how sound management and innovative technologies designed for farms with limited water resources can be used to bring Navajo farms back to be fully productive and sustainable.",Research,"Careers in Ag",Stewardship,http://mysare.sare.org/mySARE/ProjectReport.aspx?do=viewProj&pn=fw11-033,36.461343,-109.612208,,,,,,,,,,,,,,36.461343,-109.612208,0.07,nearest_place,,,"Many Farms",AZ,"Apache County",86538,US,2015,04,04001,0444200,944300,2020,2,"State House District 7","State Senate District 7",AZ1
"Navajo Lifeway Outreach and Education Partnership","Risk Management Education Partnerships Program",RMEPP,2009,"86515, Window Rock, AZ",AZ,"Window Rock",86515,RMA,"Farm and Foreign Agricultural Services","Dine Be Lina, Inc.",Nonprofit,130000,Grant,"Involve women, limited resource, socially disadvantaged, and other traditionally underserved Navajo sheep and goat producers on tribal lands in AZ, NM, and UT with Risk Management solutions.","Marketing and Promotion"," "," ",http://www.navajolifeway.org/,35.629861,-109.064181,,,,,,,,,,,,,,35.629861,-109.064181,0.18,nearest_place,,,"Window Rock",AZ,"Apache County",86515,US,2015,04,04001,0483720,945002,2011,2,"State House District 7","State Senate District 7",AZ1
"New Markets for Local Growers","Farmers Market Promotion Program",FMPP,2012,"85281, Tempe, AZ",AZ,Tempe,85281,AMS,"Marketing and Regulatory Programs","Tempe Community Action Agency",Nonprofit,49522,Grant,"To establish a new farmers market, increase marketing opportunities for local growers, and improve food access to residents of a food desert by hiring a market manager and promoting the market to residents with an advertising campaign.","Marketing and Promotion","Healthy Food Access"," ",http://www.ams.usda.gov/AMSv1.0/FMPP,33.423654,-111.928839,,,1,,,,,,,,,,,33.42373,-111.929262,1,nearest_street,648,"E Alpha Dr",Tempe,AZ,"Maricopa County",85281,US,2015,04,04013,0473000,318700,1006,1,"State House District 26","State Senate District 26",AZ9
"New Roots Food Hub Engagement Initiative; 2014 Local Food Promotion Program Grants -- IRC in
Phoenix","Local Food Promotion Program",LFPP,2014,"4425 West Olive Avenue",AZ,Glendale,85302,AMS,"Marketing and Regulatory Programs","International Rescue Committee, Inc.",Nonprofit,100000,Grant,"LFPP will award $100,000 to International Rescue Committee, Inc. (Arizona) to help incubator farmers access aggregation and delivery methods to connect with small retail outlets throughout Phoenix, Arizona, that currently lack fresh fruits and vegetables","Careers in Ag","Healthy Food Access"," "," ",33.567504,-112.154571,,,,,,,,,,,,,,33.56752,-112.151718,1,nearest_street,4368,"W Olive Ave",Glendale,AZ,"Maricopa County",85302,US,2015,04,04013,0427820,092309,1000,1,"State House District 30","State Senate District 30",AZ6
"Northern Arizona Tepa Burger and Food Processing Promotion Program","Local Food Promotion Program",LFPP,2014,"2316 N. 4th St.",AZ,Flagstaff,86004,AMS,"Marketing and Regulatory Programs","Local Alternative Inc.",Business,99925,Grant,"LFPP will award $99,925 to Local Alternative Inc. to improve business operations in sourcing local ingredients for innovative processed products.",Research," "," "," ",35.211419,-111.613449,,,,,,,,,,,,,,35.210701,-111.613466,1,nearest_street,2349,"N 4th St",Flagstaff,AZ,"Coconino County",86004,US,2015,04,04005,0423620,000400,3029,3,"State House District 6","State Senate District 6",AZ1
"Old Concho Community Assistance Center","Community Facilities",CF,2009,"Concho, AZ",AZ,Concho," ",RHS,"Rural Development","Old Concho Community Assistance Center",Nonprofit,12425,Grant,"Pay a portion of the installation costs of a 40-foot refrigeration container for the food bank, which will be used for perishable food supplies",Infrastructure,"Healthy Food Access"," ",http://www.azfoodbanks.org/index.php/foodbank/article/old_concho_community_assistance_center/,34.485451,-109.542682,,,,,,,,,,,,,,34.485451,-109.542682,0.06,nearest_place,,,Salado,AZ,"Apache County",85936,US,2015,04,04001,0462490,970200,2362,2,"State House District 7","State Senate District 7",AZ1
